1.004166667	0.05	0.2866666667	0.8167241667	0.808067
1.008333333	0.05	0.4733333333	0.816364	0.778992
1.0125	0.05	0.4933333333	0.7997226667	0.752419
1.016666667	0.05	0.4666666667	0.779826	0.766188
1.020833333	0.05	0.44	0.7658663333	0.733584
1.025	0.05	0.4333333333	0.7507303333	0.737285
1.029166667	0.05	0.3533333333	0.7456856667	0.764224
1.033333333	0.05	0.2866666667	0.745031	0.782161
1.0375	0.05	0.2266666667	0.7612233333	0.7777375
1.041666667	0.05	0.2266666667	0.7747075	0.793238
1.045833333	0.05	0.2266666667	0.7843788333	0.79902
1.05	0.05	0.2266666667	0.7899985	0.7796375
1.054166667	0.05	0.2533333333	0.7906318333	0.7880235
1.058333333	0.05	0.28	0.7888936667	0.805967
1.0625	0.05	0.3466666667	0.7912093333	0.8072545
1.066666667	0.05	0.4266666667	0.800415	0.8185155
1.070833333	0.05	0.5333333333	0.810579	0.8176625
1.075	0.05	0.6333333333	0.8144775	0.8105095
1.079166667	0.05	0.6933333333	0.8155625	0.8063465
1.083333333	0.05	0.72	0.8115061667	0.8177475
1.0875	0.05	0.7333333333	0.8115345	0.790364
1.091666667	0.05	0.7533333333	0.8048193333	0.7878845
1.095833333	0.05	0.7466666667	0.7986653333	0.790391
1.1	0.05	0.72	0.7895465	0.781078
1.104166667	0.05	0.66	0.7864511667	0.7751765
1.108333333	0.05	0.62	0.7822151667	0.790109
1.1125	0.05	0.5866666667	0.7821211667	0.791355
1.116666667	0.05	0.5666666667	0.7855468333	0.8004595
1.120833333	0.05	0.5266666667	0.7939745	0.796574
1.125	0.05	0.4466666667	0.7961295	0.7762465
1.129166667	0.05	0.38	0.7910933333	0.7796845
1.133333333	0.05	0.32	0.7841683333	0.785392
1.1375	0.05	0.32	0.780441	0.80513
1.141666667	0.05	0.34	0.7900688333	0.8044665
1.145833333	0.05	0.3933333333	0.7983295	0.797658
1.15	0.05	0.4	0.8024181667	0.80675
1.154166667	0.05	0.38	0.8029581667	0.7984595
1.158333333	0.05	0.34	0.8009558333	0.7761305
1.1625	0.05	0.3533333333	0.79378	0.7543915
1.166666667	0.05	0.34	0.7763271667	0.765902
1.170833333	0.05	0.3066666667	0.7654746667	0.7651405
1.175	0.05	0.2666666667	0.7618113333	0.773184
1.179166667	0.05	0.2866666667	0.7680755	0.7588985
1.183333333	0.05	0.3466666667	0.765741	0.774331
1.1875	0.05	0.3533333333	0.7688045	0.7926865
1.191666667	0.05	0.3133333333	0.7753053333	0.8047665
1.195833333	0.05	0.2466666667	0.7905946667	0.805353
1.2	0.05	0.2266666667	0.8009353333	0.8189285
1.204166667	0.05	0.2466666667	0.8096826667	0.823024
1.208333333	0.05	0.2866666667	0.8157685	0.8275505
1.2125	0.05	0.28	0.8231676667	0.8313375
1.216666667	0.05	0.28	0.827304	0.8370505
1.220833333	0.05	0.3066666667	0.8319795	0.8419685
1.225	0.05	0.3733333333	0.8367855	0.8457515
1.229166667	0.05	0.4133333333	0.8415901667	0.8537255
1.233333333	0.05	0.4133333333	0.8471485	0.834989
1.2375	0.05	0.3866666667	0.844822	0.8152105
