0.725	0.28	0.828850167	0.8193795
0.375	0.546666667	0.794965167	0.8110335
0.475	0.64	0.947339167	0.92868
0.588	0.626666667	0.767752167	0.7479385
0.441666667	0.626666667	0.909626333	0.9091845
0.4	0.353333333	0.775106833	0.786353
0.538	0.526666667	0.743946667	0.7395965
0.708333333	0.406666667	0.819269667	0.8312845
0.066666667	-0.06	0.7219835	0.770888
0.6	0.673333333	0.793510833	0.753752
1.388	1.206666667	0.970255	0.9834245
0.516666667	0.793333333	0.991576	0.9823675
0.571333333	0.546666667	0.7509825	0.7457305
0.5	1.06	0.945814333	0.846502
1.448666667	1.206666667	0.954247667	0.981805
0.7	0.433333333	0.805139833	0.843582
0.606666667	0.546666667	0.765638167	0.7582755
0.575	0.573333333	0.808485167	0.7897035
1.004666667	0.62	0.90324	0.9596725
0.654666667	0.613333333	0.768387167	0.7184985
0.577333333	0.593333333	0.782259	0.831247
0.4	0.246666667	0.713100167	0.7209535
0.316666667	0.326666667	0.785751667	0.7231935
0.6	0.666666667	0.766276667	0.7541995
0.563	0.553333333	0.792674833	0.7793165
1.071333333	0.773333333	0.8420535	0.8611385
0.888	0.62	0.908213167	0.7645865
1.479	0.926666667	0.865102833	0.949158
1.021333333	0.626666667	0.881440667	0.927149
1.038	0.62	0.869696833	0.9135825
0.508333333	0.806666667	0.991608167	0.982815
0.375	0.486666667	0.796526333	0.8306495
0.4	0.38	0.7809935	0.793023
0.513	0.546666667	0.7683315	0.7807515
0.691666667	0.44	0.812715333	0.814212
0.588	0.64	0.737994833	0.7713035
0.516666667	0.466666667	0.979815333	0.973726
0.569	0.58	0.774327833	0.7795905
0.4	0.38	0.9158805	0.894255
0.4	0.44	0.7860415	0.807861
0.954666667	0.62	0.951867333	0.82871
0.475	0.566666667	0.904898833	0.8975775
1.479	1.013333333	0.826541	0.838886
0.566666667	0.473333333	1.004470167	1.0092565
0.569	0.593333333	0.777144667	0.7921725
0.721333333	0.606666667	0.789887167	0.76421
0.4	0.286666667	0.720757833	0.7422855
0.5	1.066666667	0.973908	0.898534
1.304666667	1.06	0.954499667	0.8747055
0.425	0.58	0.903732333	0.9206395
0.6	0.686666667	0.719198333	0.7325
0.416666667	0.373333333	0.7215435	0.716572
1.188	0.986666667	0.883645	0.824994
0.716666667	0.373333333	0.829692833	0.8181495
0.558333333	0.52	0.999899333	1.00499
0.408333333	0.473333333	0.903076333	0.9139845
0.45	0.733333333	0.876156	0.871973
1.154666667	0.973333333	0.85436	0.823961
0.566666667	0.646666667	0.722444333	0.712958
0.45	0.7	0.876367333	0.9338815
0.988	0.626666667	0.9520675	0.9265485
0.5	0.873333333	0.9856545	0.9941565
0.585666667	0.62	0.801003333	0.8322695
0.594	0.553333333	0.810384167	0.816122
0.5	0.533333333	0.7188775	0.7255975
0.596333333	0.546666667	0.7868555	0.786289
0.541666667	0.373333333	0.8096995	0.807151
0.4	0.28	0.714560667	0.7297485
0.588	0.633333333	0.7595195	0.755974
0.45	0.746666667	0.874015333	0.881619
0.558333333	0.846666667	1.010223333	0.982271
0.366666667	0.38	0.852960333	0.9100455
0.529666667	0.513333333	0.743746667	0.7461835
0.600333333	0.56	0.76327	0.757428
0.588	0.553333333	0.751744667	0.751342
0.458333333	0.766666667	0.893182	0.882448
0.663	0.593333333	0.796668	0.7940065
0.725	0.3	0.828655833	0.8255305
0.6	0.706666667	0.739335167	0.7256865
0.358333333	0.406666667	0.8296065	0.8757515
0.541666667	0.526666667	0.815299167	0.819178
0.475	0.606666667	0.945077333	0.9468865
0.516666667	0.573333333	0.708847667	0.731332
1.121333333	0.94	0.837445167	0.8414195
0.741666667	0.34	0.822293333	0.817084
0.594	0.64	0.831950167	0.811885
1.054666667	0.673333333	0.854446	0.887172
0.604333333	0.5	0.8117965	0.822006
0.416666667	0.646666667	0.837704833	0.7426745
0.475	0.48	0.9424545	0.9554195
0.558333333	0.533333333	0.812182167	0.799416
0.525	0.633333333	0.707114833	0.7181565
0.521333333	0.5	0.743897667	0.7418135
1.388	1.246666667	0.972365333	0.9672255
0.516666667	0.426666667	0.803436333	0.787055
0.663	0.613333333	0.7992405	0.7978325
0.4	0.253333333	0.7158315	0.7115715
0.533333333	0.406666667	0.807567833	0.798619
0.554666667	0.546666667	0.745756333	0.745913
1.479	1.106666667	0.930586833	0.9735565
0.45	0.726666667	0.873739	0.8746375
0.594	0.62	0.825496167	0.804537
0.383333333	0.366666667	0.906154833	0.9120165
0.6	0.686666667	0.729830833	0.7134645
0.633333333	0.32	0.830715	0.813546
0.525	0.52	0.981957	0.9912775
0.646333333	0.573333333	0.791127667	0.8037265
0.541666667	0.533333333	0.9923495	1.0161755
0.675	0.306666667	0.838219333	0.8254385
0.788	0.613333333	0.839948333	0.776365
0.577333333	0.58	0.768465833	0.775014
0.725	0.313333333	0.823132167	0.830625
0.458333333	0.813333333	0.929992833	0.943158
0.05	-0.16	0.738617167	0.8181845
0.621333333	0.626666667	0.7530245	0.731276
1.038	0.6	0.887297667	0.9060095
1.238	1.006666667	0.923659667	0.8633805
1.479	1.046666667	0.828338333	0.8190285
